Provincias;Edad (grupos quinquenales);Espanoles/Extranjeros;Sexo;Ano;Total
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2011;963.511
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2010;962.472
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2009;959.764
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2008;953.400
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2007;947.639
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2006;943.117
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2005;938.311
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2004;930.931
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2003;927.555
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2002;919.934
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2001;916.176
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;2000;912.621
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;1999;908.803
36 Pontevedra;TOTAL EDADES;TOTAL;Ambos sexos;1998;906.298
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2022;487.933
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2021;488.365
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2020;488.956
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2019;487.379
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2018;486.873
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2017;487.114
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2016;487.795
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2015;489.260
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2014;490.752
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2013;492.445
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2012;493.820
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2011;496.820
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2010;496.572
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2009;495.399
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2008;491.931
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2007;489.280
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2006;487.332
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2005;485.208
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2004;481.819
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2003;480.716
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2002;477.677
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2001;476.288
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;2000;475.040
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;1999;473.246
36 Pontevedra;TOTAL EDADES;TOTAL;Mujeres;1998;471.917
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2022;319.892
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2021;319.796
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2020;319.914
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2019;316.798
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2018;315.675
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2017;315.381
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2016;315.794
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2015;317.053
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2014;319.002
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2013;322.027
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2012;323.609
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2011;322.955
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2010;322.415
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2009;321.702
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2008;317.501
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2007;308.968
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2006;306.377
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2005;301.084
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2004;293.553
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2003;287.390
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2002;281.614
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2001;270.400
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;2000;264.178
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;1999;265.178
26 Rioja, La;TOTAL EDADES;TOTAL;Ambos sexos;1998;263.644
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2022;162.041
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2021;161.973
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2020;162.079
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2019;160.619
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2018;159.917
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2017;159.873
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2016;159.825
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2015;160.320
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2014;160.912
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2013;161.868
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2012;162.035
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2011;161.373
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2010;160.531
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2009;159.529
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2008;157.159
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2007;153.195
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2006;151.821
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2005;149.354
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2004;146.339
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2003;143.395
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2002;140.834
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2001;135.894
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;2000;133.222
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;1999;133.660
26 Rioja, La;TOTAL EDADES;TOTAL;Mujeres;1998;132.936
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2022;325.898
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2021;327.338
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2020;329.245
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2019;330.119
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2018;331.473
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2017;333.603
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2016;335.985
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2015;339.395
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2014;342.459
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2013;345.548
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2012;350.564
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2011;352.986
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2010;353.619
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2009;354.608
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2008;353.404
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2007;351.326
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2006;353.110
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2005;352.414
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2004;350.984
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2003;348.271
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2002;347.120
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2001;350.209
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;2000;349.733
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;1999;351.128
37 Salamanca;TOTAL EDADES;TOTAL;Ambos sexos;1998;349.550
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2022;167.724
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2021;168.464
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2020;169.316
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2019;169.755
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2018;170.408
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2017;171.330
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2016;172.372
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2015;174.016
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2014;175.398
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2013;176.598
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2012;179.075
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2011;180.402
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2010;180.685
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2009;181.096
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2008;180.526
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2007;179.754
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2006;180.717
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2005;180.470
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2004;179.892
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2003;178.420
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2002;177.912
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2001;179.565
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;2000;179.376
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;1999;180.051
37 Salamanca;TOTAL EDADES;TOTAL;Mujeres;1998;179.398
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2022;1.048.306
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.044.405
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.044.887
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.032.983
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2018;1.018.510
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2017;1.007.641
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2016;1.004.124
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2015;1.001.900
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2014;1.004.788
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2013;1.014.829
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2012;1.017.531
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2011;1.029.789
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2010;1.027.914
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2009;1.020.490
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2008;1.005.936
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2007;983.820
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2006;971.647
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2005;956.352
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2004;928.412
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2003;915.262
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2002;892.718
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2001;856.808
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;2000;818.681
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;1999;800.020
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Ambos sexos;1998;780.152
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2022;533.855
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2021;531.506
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2020;531.396
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2019;524.786
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2018;517.033
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2017;511.244
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2016;509.214
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2015;507.546
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2014;508.581
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2013;512.537
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2012;513.476
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2011;519.439
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2010;517.907
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2009;513.844
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2008;505.904
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2007;494.676
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2006;487.917
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2005;480.109
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2004;466.619
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2003;460.346
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2002;449.785
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2001;432.793
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;2000;415.152
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;1999;406.259
38 Santa Cruz de Tenerife;TOTAL EDADES;TOTAL;Mujeres;1998;397.320
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2022;153.803
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2021;153.663
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2020;153.478
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2019;153.129
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2018;153.342
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2017;154.184
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2016;155.652
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2015;157.570
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2014;159.303
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2013;161.702
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2012;163.701
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2011;164.169
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2010;164.268
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2009;164.854
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2008;163.899
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2007;159.322
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2006;156.598
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2005;155.517
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2004;152.640
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2003;150.701
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2002;149.286
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2001;147.028
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2000;146.613
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;1999;146.985
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;1998;146.755
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2022;76.628
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2021;76.592
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2020;76.445
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2019;76.316
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2018;76.363
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2017;76.741
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2016;77.381
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2015;78.215
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2014;78.987
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2013;80.104
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2012;81.006
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2011;81.202
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2010;81.234
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2009;81.218
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2008;80.647
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2007;78.830
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2006;77.616
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2005;77.209
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2004;75.916
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2003;75.045
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2002;74.471
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2001;73.473
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2000;73.313
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;1999;73.479
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;1998;73.345
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2022;1.948.393
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.947.852
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.950.219
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.942.389
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2018;1.939.887
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2017;1.939.527
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2016;1.939.775
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2015;1.941.480
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2014;1.941.355
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2013;1.942.155
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2012;1.938.974
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2011;1.928.962
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2010;1.917.097
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2009;1.900.224
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2008;1.875.462
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2007;1.849.268
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2006;1.835.077
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2005;1.813.908
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2004;1.792.420
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2003;1.782.862
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2002;1.758.720
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2001;1.747.441
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2000;1.734.917
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;1999;1.725.482
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;1998;1.714.845
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2022;997.014
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2021;996.769
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2020;997.524
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2019;993.177
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2018;991.188
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2017;990.710
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2016;990.343
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2015;990.893
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2014;990.472
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2013;990.558
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2012;988.561
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2011;983.196
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2010;976.681
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2009;967.283
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2008;954.206
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2007;941.415
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2006;934.110
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2005;923.281
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2004;912.287
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2003;907.849
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2002;895.909
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2001;890.563
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2000;884.643
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;1999;879.258
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;1998;873.935
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2022;88.377
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2021;88.747
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2020;88.884
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2019;88.636
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2018;88.600
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2017;88.903
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2016;90.040
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2015;91.006
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2014;92.221
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2013;93.291
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2012;94.522
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2011;95.223
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2010;95.258
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2009;95.101
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2008;94.646
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2007;93.593
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2006;93.503
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2005;92.773
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2004;91.652
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2003;90.954
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2002;91.487
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2001;91.314
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2000;90.911
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;1999;91.252
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;1998;91.593
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2022;43.601
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2021;43.827
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2020;43.957
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2019;43.822
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2018;43.800
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2017;43.917
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2016;44.445
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2015;44.929
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2014;45.498
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2013;45.955
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2012;46.543
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2011;46.876
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2010;46.858
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2009;46.815
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2008;46.765
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2007;46.419
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2006;46.393
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2005;46.080
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2004;45.604
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2003;45.303
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2002;45.627
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2001;45.665
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2000;45.513
42 Soria;TOTAL EDADES;TOTAL;Mujeres;1999;45.665
42 Soria;TOTAL EDADES;TOTAL;Mujeres;1998;45.903
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2022;830.075
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2021;822.309
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2020;816.772
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2019;804.664
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2018;795.902
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2017;791.693
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2016;792.299
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2015;795.101
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2014;800.962
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2013;810.178
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2012;814.199
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2011;811.401
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2010;808.420
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2009;803.301
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2008;788.895
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2007;757.795
43 Tarragona;TOTAL EDADES;TOTAL;Ambos sexos;2006;730.466
